,order_id,order_date,ship_date,ship_mode,customer_id
822,CA-2014-101434,2014-06-21,2014-06-28,Standard Class,TR-21325
824,US-2011-102071,2011-05-09,2011-05-15,Standard Class,PG-18820
826,CA-2014-126956,2014-08-22,2014-08-29,Standard Class,GT-14710
829,CA-2014-129462,2014-06-17,2014-06-22,Second Class,JE-15745
833,CA-2013-165316,2013-07-24,2013-07-28,Standard Class,JB-15400
836,US-2011-115987,2011-09-08,2011-09-13,Second Class,LH-17020
837,US-2014-156083,2014-11-05,2014-11-12,Standard Class,JL-15175
838,US-2013-137547,2013-03-08,2013-03-13,Standard Class,EB-13705
839,CA-2012-100454,2012-11-20,2012-11-25,Standard Class,BM-11650
842,CA-2013-161669,2013-11-08,2013-11-10,First Class,EM-14095
846,CA-2012-114300,2012-10-13,2012-10-17,Standard Class,AF-10885
848,CA-2014-107503,2014-01-02,2014-01-07,Standard Class,GA-14725
849,CA-2011-107755,2011-02-08,2011-02-13,Standard Class,CK-12760
850,CA-2013-152534,2013-06-21,2013-06-26,Second Class,DP-13105
852,CA-2013-113747,2013-05-29,2013-06-05,Standard Class,VD-21670
853,CA-2013-123274,2013-02-19,2013-02-24,Standard Class,GT-14710
855,CA-2011-125612,2011-08-03,2011-08-08,Standard Class,BK-11260
858,CA-2014-161984,2014-04-11,2014-04-16,Standard Class,SJ-20125
860,CA-2011-133851,2011-06-09,2011-06-16,Standard Class,CM-12445
862,CA-2013-134474,2013-01-05,2013-01-07,Second Class,AJ-10795
865,CA-2011-149020,2011-01-11,2011-01-16,Standard Class,AJ-10780
867,CA-2013-134362,2013-09-30,2013-10-03,First Class,LS-16945
868,CA-2011-136742,2011-04-06,2011-04-10,Standard Class,GP-14740
869,CA-2013-158099,2013-09-04,2013-09-06,First Class,PK-18910
871,CA-2012-131128,2012-10-19,2012-10-20,First Class,TB-21520
872,CA-2011-148488,2011-12-10,2011-12-15,Standard Class,SM-20005
874,CA-2014-114636,2014-08-26,2014-08-30,Standard Class,GA-14725
875,CA-2013-116736,2013-01-17,2013-01-21,Standard Class,CC-12430
878,US-2011-158638,2011-09-17,2011-09-21,Standard Class,AG-10765
879,CA-2014-111689,2014-12-01,2014-12-03,Second Class,HP-14815
881,CA-2012-129098,2012-10-09,2012-10-13,Standard Class,DK-13090
882,US-2014-123463,2014-12-24,2014-12-24,Same Day,GZ-14470
883,CA-2013-165148,2013-10-23,2013-10-25,First Class,PM-19135
884,CA-2011-134061,2011-04-29,2011-05-04,Standard Class,LL-16840
885,CA-2012-143602,2012-04-25,2012-04-28,Second Class,JS-15595
886,CA-2014-115364,2014-06-27,2014-07-03,Standard Class,OT-18730
887,CA-2014-150707,2014-10-15,2014-10-20,Standard Class,EL-13735
888,CA-2011-104976,2011-12-09,2011-12-16,Standard Class,CK-12760
889,CA-2014-132934,2014-06-21,2014-06-27,Standard Class,JE-15475
891,CA-2014-133256,2014-06-27,2014-06-28,First Class,TH-21550
894,CA-2013-105494,2013-11-11,2013-11-13,First Class,PC-18745
896,CA-2013-140634,2013-10-04,2013-10-07,Second Class,HL-15040
897,CA-2011-144407,2011-09-09,2011-09-15,Standard Class,MS-17365
898,CA-2014-160983,2014-10-30,2014-11-01,Second Class,GB-14530
899,US-2013-114622,2013-04-11,2013-04-13,First Class,JR-16210
900,CA-2014-150959,2014-11-12,2014-11-14,First Class,TD-20995
902,CA-2014-132353,2014-09-16,2014-09-18,First Class,DB-13060
903,CA-2013-130477,2013-04-09,2013-04-13,Standard Class,LC-17140
906,CA-2014-143259,2014-12-31,2015-01-04,Standard Class,PO-18865
909,CA-2014-137596,2014-09-03,2014-09-08,Standard Class,BE-11335
912,CA-2012-133627,2012-05-31,2012-06-07,Standard Class,SC-20050
913,CA-2014-102519,2014-11-28,2014-11-30,First Class,BM-11650
915,US-2011-141215,2011-06-15,2011-06-21,Standard Class,KL-16555
918,CA-2013-165218,2013-03-06,2013-03-12,Standard Class,RW-19630
920,CA-2011-138296,2011-12-05,2011-12-12,Standard Class,RC-19825
921,CA-2012-111164,2012-04-11,2012-04-15,Standard Class,SE-20110
924,CA-2013-149797,2013-09-16,2013-09-21,Standard Class,AH-10075
925,CA-2011-132962,2011-09-13,2011-09-16,First Class,JM-15535
927,CA-2012-115091,2012-10-05,2012-10-09,Standard Class,JJ-15760
929,CA-2014-144932,2014-04-15,2014-04-18,First Class,AB-10165
932,CA-2014-114216,2014-09-03,2014-09-07,Standard Class,RK-19300
933,CA-2013-140081,2013-06-21,2013-06-25,Standard Class,CG-12040
937,US-2014-111745,2014-11-06,2014-11-07,First Class,RA-19885
938,CA-2012-148250,2012-12-13,2012-12-17,Standard Class,RP-19270
940,CA-2013-105760,2013-06-20,2013-06-21,First Class,KC-16255
941,CA-2013-142958,2013-12-14,2013-12-21,Standard Class,RW-19630
943,CA-2012-120880,2012-05-29,2012-06-03,Standard Class,JL-15850
946,US-2012-140200,2012-07-26,2012-07-28,First Class,CA-12775
947,US-2014-110576,2014-11-29,2014-12-03,Standard Class,RB-19795
952,CA-2014-131156,2014-04-04,2014-04-08,Standard Class,KH-16360
953,CA-2014-136539,2014-12-29,2015-01-02,Standard Class,GH-14665
955,CA-2014-119305,2014-12-01,2014-12-05,Standard Class,SW-20275
956,CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970
959,CA-2012-112571,2012-09-22,2012-09-22,Same Day,DL-12925
960,CA-2014-152142,2014-11-15,2014-11-20,Standard Class,LW-16990
961,CA-2012-160059,2012-11-27,2012-12-01,Standard Class,TB-21190
962,CA-2013-120859,2013-09-02,2013-09-05,First Class,CV-12805
963,CA-2011-127488,2011-09-22,2011-09-24,Second Class,MS-17365
964,CA-2014-135279,2014-04-10,2014-04-12,First Class,BS-11800
970,CA-2011-115791,2011-01-17,2011-01-19,Second Class,DL-13315
974,US-2014-103247,2014-10-06,2014-10-09,Second Class,PO-19195
976,US-2014-100209,2014-07-10,2014-07-16,Standard Class,TD-20995
977,CA-2014-159366,2014-01-08,2014-01-11,First Class,BW-11110
978,CA-2013-145499,2013-05-31,2013-06-01,First Class,RW-19690
979,CA-2012-157035,2012-12-09,2012-12-12,First Class,KB-16600
980,CA-2013-144939,2013-10-04,2013-10-09,Standard Class,EB-13870
981,CA-2011-163419,2011-11-11,2011-11-14,Second Class,TZ-21580
984,CA-2014-100314,2014-09-30,2014-10-06,Standard Class,AS-10630
987,CA-2012-146829,2012-03-10,2012-03-10,Same Day,TS-21340
988,CA-2014-167899,2014-05-22,2014-05-27,Standard Class,JG-15805
990,CA-2012-153549,2012-03-29,2012-03-31,Second Class,SL-20155
991,CA-2013-110023,2013-09-10,2013-09-12,First Class,TS-21610
992,CA-2013-105585,2013-08-27,2013-08-28,First Class,RF-19735
994,CA-2011-117639,2011-05-21,2011-05-25,Standard Class,MW-18235
996,CA-2012-162537,2012-10-28,2012-11-03,Standard Class,RD-19585
1000,CA-2013-155488,2013-11-14,2013-11-18,Standard Class,FM-14290
1001,CA-2012-124891,2012-07-31,2012-07-31,Same Day,RH-19495
1004,CA-2012-126445,2012-08-27,2012-08-31,Standard Class,RA-19945
1005,CA-2012-111199,2012-11-13,2012-11-17,Standard Class,JK-15730
1006,CA-2012-105312,2012-11-06,2012-11-09,First Class,MT-17815
1008,US-2014-106705,2014-12-27,2015-01-02,Standard Class,PO-18850
1009,CA-2014-135034,2014-08-02,2014-08-04,First Class,AT-10735
1010,CA-2011-158540,2011-11-24,2011-11-26,First Class,VG-21790
1011,CA-2014-118437,2014-06-18,2014-06-22,Second Class,PF-19165
1013,US-2012-126214,2012-12-21,2012-12-24,Second Class,JS-15880
1015,CA-2012-133025,2012-09-17,2012-09-19,Second Class,MO-17800
1016,CA-2012-108665,2012-07-06,2012-07-10,Standard Class,KM-16225
1020,CA-2012-124450,2012-04-27,2012-05-03,Standard Class,GT-14710
1023,CA-2012-167269,2012-06-16,2012-06-20,Standard Class,PB-19150
1024,CA-2014-106964,2014-12-18,2014-12-21,First Class,HR-14770
1025,CA-2013-126529,2013-01-11,2013-01-13,Second Class,DE-13255
1028,CA-2011-163552,2011-07-11,2011-07-15,Standard Class,LA-16780
1033,CA-2013-109820,2013-11-21,2013-11-23,First Class,AG-10390
1036,CA-2013-113061,2013-04-23,2013-04-27,Standard Class,EL-13735
1037,CA-2012-127418,2012-06-13,2012-06-14,First Class,JJ-15445
1038,CA-2014-121818,2014-11-21,2014-11-22,First Class,JH-15430
1040,CA-2013-127670,2013-03-21,2013-03-25,Standard Class,RD-19660
1041,CA-2013-102981,2013-09-07,2013-09-10,Second Class,MO-17500
1043,CA-2014-115651,2014-07-10,2014-07-13,First Class,NS-18640
1045,CA-2014-152702,2014-10-13,2014-10-17,Standard Class,SN-20710
1046,CA-2013-169103,2013-03-09,2013-03-14,Standard Class,ZC-21910
1048,CA-2011-139192,2011-05-27,2011-06-01,Second Class,LC-16885
1050,US-2012-153500,2012-07-03,2012-07-05,First Class,DG-13300
1053,CA-2012-110667,2012-04-04,2012-04-08,Standard Class,NF-18595
1057,CA-2014-167150,2014-12-11,2014-12-18,Standard Class,BP-11185
1059,CA-2013-105284,2013-11-25,2013-12-02,Standard Class,MG-17650
1060,US-2012-125374,2012-03-23,2012-03-29,Standard Class,JD-16060
1061,CA-2012-161263,2012-04-16,2012-04-21,Standard Class,TS-21160
1067,CA-2013-157686,2013-10-02,2013-10-03,First Class,BD-11620
1068,US-2014-139955,2014-09-29,2014-10-01,Second Class,CM-12160
1069,US-2012-150161,2012-07-25,2012-07-29,Standard Class,RB-19795
1070,CA-2012-144652,2012-11-20,2012-11-26,Standard Class,SN-20560
1071,CA-2013-152814,2013-04-29,2013-05-03,Standard Class,EH-14005
1072,CA-2014-106943,2014-11-15,2014-11-20,Standard Class,FO-14305
1073,CA-2013-134348,2013-11-13,2013-11-20,Standard Class,MS-17710
1076,CA-2013-161781,2013-09-30,2013-10-01,First Class,CC-12100
1077,CA-2014-132521,2014-09-24,2014-09-26,Second Class,DW-13540
1080,CA-2012-110016,2012-11-29,2012-12-04,Standard Class,BT-11395
1082,US-2013-143819,2013-03-02,2013-03-06,Standard Class,KD-16270
1086,CA-2013-167584,2013-08-13,2013-08-13,Same Day,LC-16870
1087,CA-2013-166163,2013-08-16,2013-08-21,Second Class,CY-12745
1089,CA-2014-158407,2014-06-05,2014-06-11,Standard Class,LW-16990
1091,CA-2012-143490,2012-12-06,2012-12-13,Standard Class,NP-18325
1093,CA-2012-165085,2012-12-27,2012-12-31,Standard Class,BT-11485
1095,CA-2014-160423,2014-01-22,2014-01-27,Standard Class,PS-19045
1097,CA-2011-159338,2011-06-25,2011-06-28,First Class,NS-18640
1098,CA-2013-107216,2013-06-15,2013-06-18,First Class,PV-18985
1102,US-2014-145863,2014-04-22,2014-04-28,Standard Class,RP-19390
1104,CA-2013-112340,2013-10-22,2013-10-28,Standard Class,NM-18520
1105,US-2013-110156,2013-11-20,2013-11-25,Standard Class,EH-13945
1113,CA-2014-140585,2014-12-19,2014-12-24,Second Class,RA-19915
1116,CA-2013-144855,2013-07-23,2013-07-25,Second Class,DL-13495
1117,CA-2012-142755,2012-09-04,2012-09-08,Standard Class,CS-12355
1121,US-2011-147627,2011-01-21,2011-01-27,Standard Class,HL-15040
1127,CA-2012-105970,2012-03-02,2012-03-07,Standard Class,PA-19060
1129,CA-2013-112102,2013-04-13,2013-04-17,Standard Class,BD-11605
1132,US-2013-114776,2013-12-07,2013-12-08,First Class,GG-14650
1133,US-2013-134908,2013-06-06,2013-06-10,Standard Class,JS-15940
1135,US-2013-148803,2013-12-12,2013-12-12,Same Day,LR-16915
1136,CA-2013-152170,2013-11-13,2013-11-16,Second Class,FH-14275
1141,CA-2011-146969,2011-09-29,2011-10-03,Standard Class,AP-10915
1146,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340
1151,CA-2012-113971,2012-05-08,2012-05-14,Standard Class,CB-12535
1152,CA-2014-160395,2014-01-01,2014-01-07,Standard Class,KL-16555
1154,CA-2011-136567,2011-12-20,2011-12-21,First Class,PS-19045
1158,CA-2013-149314,2013-07-03,2013-07-08,Second Class,GB-14530
1159,CA-2014-147039,2014-06-30,2014-07-05,Standard Class,AA-10315
1161,CA-2011-126522,2011-09-01,2011-09-05,Second Class,LT-16765
1162,CA-2011-127964,2011-03-03,2011-03-08,Standard Class,AP-10720
1165,CA-2011-117709,2011-05-04,2011-05-08,Standard Class,PM-18940
1166,CA-2012-125416,2012-11-02,2012-11-02,Same Day,KC-16540
1167,CA-2014-145226,2014-12-09,2014-12-11,Second Class,DL-13315
1171,US-2011-100279,2011-03-10,2011-03-14,Standard Class,SW-20275
1172,CA-2011-158064,2011-04-21,2011-04-25,Standard Class,AA-10375
1173,US-2012-104430,2012-10-22,2012-10-26,Standard Class,LT-17110
1174,CA-2012-132080,2012-08-22,2012-08-25,First Class,DP-13105
1175,CA-2013-161207,2013-08-30,2013-09-04,Standard Class,AB-10060
1176,CA-2011-120243,2011-12-27,2011-12-30,Second Class,AT-10435
1177,CA-2013-113621,2013-12-02,2013-12-06,Standard Class,JE-15745
1179,CA-2013-168081,2013-04-25,2013-04-28,Second Class,CA-12055
1180,CA-2011-128146,2011-06-21,2011-06-25,Standard Class,DB-13060
1182,CA-2014-138779,2014-01-15,2014-01-16,First Class,RB-19570
1184,CA-2011-127131,2011-11-24,2011-11-30,Standard Class,HR-14830
1188,CA-2014-117212,2014-02-27,2014-03-01,Second Class,BT-11530
1193,US-2012-130519,2012-09-15,2012-09-15,Same Day,NG-18355
1197,CA-2013-130946,2013-04-09,2013-04-13,Standard Class,ZC-21910
1200,CA-2013-114727,2013-07-19,2013-07-25,Standard Class,LS-16945
1205,CA-2014-133235,2014-08-02,2014-08-05,First Class,LH-16750
1206,CA-2013-137050,2013-07-15,2013-07-19,Second Class,SW-20755
1212,US-2014-118087,2014-09-10,2014-09-14,Standard Class,SP-20620
1220,CA-2011-110184,2011-07-12,2011-07-16,Standard Class,BF-11170
1222,CA-2013-126004,2013-12-05,2013-12-06,First Class,BM-11140
1228,CA-2014-100013,2014-11-07,2014-11-12,Standard Class,ZC-21910
1231,CA-2012-132570,2012-10-31,2012-11-02,Second Class,KT-16480
1233,CA-2013-153682,2013-05-31,2013-06-02,First Class,BG-11695
1234,CA-2013-144344,2013-10-29,2013-10-29,Same Day,PG-18820
1238,CA-2011-127012,2011-08-11,2011-08-15,Standard Class,GM-14680
1241,CA-2013-128727,2013-08-30,2013-09-05,Standard Class,MO-17800
1242,US-2013-162859,2013-02-15,2013-02-22,Standard Class,PG-18820
1244,CA-2014-133641,2014-05-15,2014-05-22,Standard Class,EJ-14155
1245,CA-2011-168494,2011-12-12,2011-12-14,Second Class,NP-18700
1248,CA-2014-115602,2014-12-19,2014-12-25,Standard Class,DJ-13630
1252,CA-2012-154956,2012-07-04,2012-07-09,Standard Class,IM-15070
1253,CA-2014-144638,2014-03-11,2014-03-15,Standard Class,MH-18115
1257,US-2013-168620,2013-12-25,2013-12-29,Second Class,RB-19795
1260,CA-2014-117079,2014-10-24,2014-10-28,Standard Class,JR-15700
1261,US-2013-144393,2013-10-29,2013-11-05,Standard Class,SM-20950
1262,CA-2014-105053,2014-07-08,2014-07-10,Second Class,CS-12355
1263,CA-2013-155992,2013-10-02,2013-10-03,First Class,CC-12220
1265,CA-2014-110380,2014-09-03,2014-09-08,Standard Class,PF-19225
1266,US-2011-167738,2011-12-24,2011-12-29,Standard Class,JC-16105
1268,CA-2014-121412,2014-09-24,2014-09-28,Standard Class,BG-11695
1269,CA-2014-100426,2014-06-05,2014-06-09,Standard Class,DC-12850
1270,US-2013-103646,2013-04-22,2013-04-27,Standard Class,SP-20545
1273,CA-2013-119186,2013-05-27,2013-05-27,Same Day,MS-17710
1277,CA-2013-148698,2013-05-03,2013-05-08,Standard Class,BD-11770
1278,CA-2011-163293,2011-09-08,2011-09-11,First Class,KC-16255
1280,CA-2013-160815,2013-09-06,2013-09-07,First Class,TR-21325
1281,CA-2014-122154,2014-04-10,2014-04-12,First Class,SA-20830
1284,US-2012-149692,2012-12-06,2012-12-12,Standard Class,KW-16435
1285,CA-2013-119445,2013-06-27,2013-07-04,Standard Class,GM-14500
1286,CA-2012-124268,2012-07-04,2012-07-08,Standard Class,AD-10180
1287,CA-2013-154711,2013-11-23,2013-11-27,Standard Class,TB-21355
1290,CA-2013-163384,2013-11-11,2013-11-13,First Class,CC-12430
1292,CA-2012-101707,2012-08-27,2012-09-01,Standard Class,PF-19165
1295,CA-2012-138898,2012-05-25,2012-05-29,Standard Class,JH-16180
1296,CA-2014-115427,2014-12-31,2015-01-04,Standard Class,EB-13975
1298,CA-2013-134425,2013-12-09,2013-12-13,Second Class,QJ-19255
1299,CA-2012-121391,2012-10-04,2012-10-07,First Class,AA-10315
1300,CA-2013-137043,2013-12-24,2013-12-26,Second Class,LC-17140
1302,CA-2012-115847,2012-09-19,2012-09-24,Second Class,TC-21535
1303,US-2014-126179,2014-07-04,2014-07-08,Standard Class,CS-12460
1305,CA-2013-101966,2013-07-15,2013-07-17,Second Class,BM-11785
1306,CA-2013-141397,2013-06-21,2013-06-22,First Class,RC-19825
1311,CA-2013-141082,2013-12-10,2013-12-14,Standard Class,FM-14380
1313,US-2013-134488,2013-09-25,2013-10-02,Standard Class,PK-19075
1314,CA-2013-145919,2013-12-19,2013-12-24,Standard Class,HG-14965
1317,CA-2014-157651,2014-12-11,2014-12-15,Standard Class,HA-14920
1318,CA-2011-160773,2011-07-01,2011-07-05,Standard Class,LW-16825
1320,CA-2014-167703,2014-02-04,2014-02-09,Standard Class,MC-17575
1322,CA-2014-121804,2014-03-04,2014-03-09,Standard Class,LP-17095
1323,CA-2014-162635,2014-10-10,2014-10-11,First Class,EB-14170
1324,CA-2011-107153,2011-09-28,2011-10-03,Standard Class,GZ-14545
1325,US-2011-117058,2011-05-27,2011-05-30,First Class,LE-16810
1326,CA-2012-120439,2012-06-14,2012-06-18,Standard Class,AD-10180
1327,CA-2013-128258,2013-03-31,2013-04-02,First Class,CP-12085
1328,CA-2014-106033,2014-10-16,2014-10-19,Second Class,FG-14260
1329,CA-2013-142762,2013-05-24,2013-05-28,Standard Class,LD-17005
1330,CA-2014-127705,2014-06-03,2014-06-07,Standard Class,AB-10255
1332,CA-2011-122567,2011-02-17,2011-02-22,Standard Class,MN-17935
1334,CA-2011-121664,2011-05-06,2011-05-10,Standard Class,HP-14815
1335,CA-2013-122133,2013-05-17,2013-05-24,Standard Class,JR-15670
1336,US-2014-123281,2014-04-03,2014-04-08,Standard Class,JF-15190
1337,CA-2014-100524,2014-04-01,2014-04-03,Second Class,CM-12115
1340,CA-2014-113481,2014-01-03,2014-01-05,First Class,AS-10045
1343,CA-2012-131758,2012-05-28,2012-06-01,Standard Class,KB-16315
1345,CA-2011-118339,2011-03-17,2011-03-24,Standard Class,BN-11515
1350,CA-2011-153976,2011-10-03,2011-10-08,Second Class,BP-11290
1351,CA-2013-162901,2013-03-29,2013-04-01,First Class,AS-10045
1352,CA-2014-162978,2014-05-05,2014-05-10,Standard Class,LW-16990
1355,US-2011-160444,2011-07-05,2011-07-05,Same Day,DC-12850
1357,CA-2013-145247,2013-05-06,2013-05-08,First Class,ND-18370
1358,CA-2014-160045,2014-04-27,2014-04-28,First Class,LB-16735
1359,US-2011-151925,2011-09-26,2011-10-01,Second Class,KT-16465
1360,CA-2014-125199,2014-10-20,2014-10-26,Standard Class,HM-14860
1363,US-2014-155425,2014-11-11,2014-11-12,First Class,AB-10600
1368,CA-2014-133249,2014-07-09,2014-07-12,First Class,SZ-20035
1369,US-2012-103471,2012-12-24,2012-12-28,Standard Class,JR-15670
1371,CA-2014-136672,2014-03-08,2014-03-13,Standard Class,MG-17890
1372,US-2011-157021,2011-04-01,2011-04-06,Second Class,KM-16720
1374,CA-2012-120362,2012-09-14,2012-09-19,Standard Class,CA-12265
1375,CA-2011-126361,2011-08-04,2011-08-09,Second Class,VD-21670
1381,US-2013-100566,2013-09-04,2013-09-10,Standard Class,JK-16120
1382,US-2013-108504,2013-02-05,2013-02-05,Same Day,PP-18955
1393,CA-2014-124828,2014-07-04,2014-07-05,First Class,YS-21880
1394,US-2014-117247,2014-10-10,2014-10-15,Standard Class,CK-12760
1396,CA-2013-124485,2013-11-25,2013-11-27,First Class,NC-18340
1400,CA-2013-159212,2013-11-02,2013-11-06,Standard Class,KM-16375
1402,US-2013-161396,2013-04-20,2013-04-26,Standard Class,GM-14455
1404,US-2011-118486,2011-04-06,2011-04-08,First Class,SD-20485
1407,CA-2013-130407,2013-09-03,2013-09-07,Standard Class,KD-16270
1409,US-2013-122245,2013-09-26,2013-10-01,Standard Class,AB-10105
1410,CA-2014-105144,2014-11-05,2014-11-12,Standard Class,SZ-20035
1411,CA-2013-136329,2013-07-10,2013-07-14,Standard Class,JD-15895
1413,CA-2011-146640,2011-06-30,2011-07-05,Standard Class,HA-14905
1414,CA-2014-115994,2014-01-29,2014-02-01,Second Class,BT-11305
1416,CA-2012-126697,2012-09-21,2012-09-24,First Class,SV-20815
1419,CA-2012-124800,2012-09-26,2012-09-30,Standard Class,RW-19540
1426,US-2012-164448,2012-10-31,2012-11-04,Second Class,DK-12835
1430,CA-2014-122700,2014-11-27,2014-12-01,Standard Class,LT-17110
1431,CA-2011-120768,2011-12-19,2011-12-21,Second Class,IM-15070
1434,US-2013-153129,2013-12-27,2013-12-31,Standard Class,FP-14320
1435,CA-2014-106852,2014-06-21,2014-06-28,Standard Class,ST-20530
1437,CA-2012-139731,2012-10-15,2012-10-15,Same Day,JE-15745
1439,CA-2014-122735,2014-04-13,2014-04-16,Second Class,BD-11320
1441,CA-2014-128160,2014-12-20,2014-12-25,Second Class,MM-17920
1442,CA-2014-117695,2014-08-06,2014-08-09,First Class,PW-19030
1443,CA-2012-166135,2012-10-01,2012-10-06,Standard Class,SC-20440
1444,CA-2013-133725,2013-05-24,2013-05-29,Standard Class,KL-16645
1445,CA-2014-102337,2014-06-14,2014-06-17,First Class,SD-20485
1448,US-2011-112564,2011-04-23,2011-04-24,First Class,TS-21160
1449,CA-2012-145821,2012-05-01,2012-05-07,Standard Class,JB-15400
1450,US-2012-160150,2012-07-19,2012-07-20,First Class,TS-21085
1451,CA-2013-133711,2013-11-27,2013-11-30,First Class,MC-17425
1455,CA-2014-148474,2014-06-13,2014-06-20,Standard Class,ME-17320
1457,CA-2012-111297,2012-08-17,2012-08-21,Standard Class,SC-20440
1458,CA-2013-123722,2013-09-26,2013-10-02,Standard Class,NH-18610
1459,CA-2011-155271,2011-05-04,2011-05-04,Same Day,AA-10480
1460,CA-2012-119907,2012-12-01,2012-12-08,Standard Class,LC-17140
1461,US-2013-128902,2013-03-12,2013-03-16,Standard Class,MB-18085
1462,CA-2013-152289,2013-08-27,2013-08-29,First Class,LC-16930
1464,US-2013-104794,2013-12-17,2013-12-20,First Class,KD-16495
1465,CA-2011-151708,2011-08-08,2011-08-14,Standard Class,MB-17305
1467,CA-2012-100769,2012-05-16,2012-05-16,Same Day,TH-21550
1468,CA-2014-139199,2014-12-10,2014-12-14,Standard Class,DK-12835
1471,US-2012-161466,2012-09-24,2012-09-27,Second Class,ON-18715
1472,CA-2014-164959,2014-07-12,2014-07-16,Standard Class,KN-16390
1473,US-2012-105676,2012-12-01,2012-12-02,Same Day,NM-18520
